count;date;ip;url;count_page;userID;adblock;tokenid;screen_size;exercise_input;exercise_type;exercise_score
1768;"2021-01-03 11:16:06";5752856995bbcb2c3f1278b3aa3b0f3c;https://www.esercizinglese.com/lezioni-inglesi/esercizi/5/3/l-articolo;37;89702;0;8024d0e9-eff1-4fa9-8a79-0d31607ee3bc;1349;|a|the|a|a|the|the|a|a|an;grammar_exercise;90
1860;"2021-01-03 11:19:22";7ac032059da2c3f093a1968340c2d20e;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/5/l-infinito;5;89983;0;349c4866-62a3-4cd0-883a-d0d01db214ea;1583;"|let me to call|obbliged to do|tell me not to|not to cross";grammar_exercise;38
1915;"2021-01-03 11:21:11";7ac032059da2c3f093a1968340c2d20e;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/4/l-infinito;7;89983;0;349c4866-62a3-4cd0-883a-d0d01db214ea;1583;"|to make|to came|to be|to have|to cut|to find|to bright|to buy|to know";grammar_exercise;80
1985;"2021-01-03 11:23:29";7ac032059da2c3f093a1968340c2d20e;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/3/l-infinito;9;89983;0;349c4866-62a3-4cd0-883a-d0d01db214ea;1583;"|to do|to get|to call|to go|not to waste|not to be|to go|to buy|not to eat";grammar_exercise;76
2064;"2021-01-03 11:26:46";7ac032059da2c3f093a1968340c2d20e;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/2/l-infinito;11;89983;0;349c4866-62a3-4cd0-883a-d0d01db214ea;1583;"|david and janet are at the cinema, they aren't at home.|my pc is old. it isn't new.|you are thin. you aren't fat|my name isn't bill. it is billy|she is english. she isn't french|ronald and i are friends. they aren't brothers";grammar_exercise;58
2155;"2021-01-03 11:31:55";2b7bd27b202fa697ab022cefd3b0278d;https://www.esercizinglese.com/lezioni-inglesi/esercizi/58/2/present-perfect-simple;21;89957;0;5c248a5d-4d0d-458a-9dc4-86680f279bf0;393;"|haven't been|haven't done|hasn't gone|hasn't published |haven't passed";grammar_exercise;83
2211;"2021-01-03 11:34:06";5752856995bbcb2c3f1278b3aa3b0f3c;https://www.esercizinglese.com/lezioni-inglesi/esercizi/5/6/l-articolo;39;89702;0;8024d0e9-eff1-4fa9-8a79-0d31607ee3bc;1349;|the|a|a|x|the|a|x|x|the;grammar_exercise;50
2273;"2021-01-03 11:36:44";7ac032059da2c3f093a1968340c2d20e;https://www.esercizinglese.com/lezioni-inglesi/esercizi-crocette/24/1/l-uso-dell-articolo-determinat;19;89983;0;349c4866-62a3-4cd0-883a-d0d01db214ea;1583;2|1|1|2|3|2|1|2;grammar_exercise;100
2305;"2021-01-03 11:37:49";7ac032059da2c3f093a1968340c2d20e;https://www.esercizinglese.com/lezioni-inglesi/esercizi-crocette/24/2/l-uso-dell-articolo-determinat;21;89983;0;349c4866-62a3-4cd0-883a-d0d01db214ea;1583;2|1|2|2|1|1|1;grammar_exercise;71
2327;"2021-01-03 11:38:24";5752856995bbcb2c3f1278b3aa3b0f3c;https://www.esercizinglese.com/lezioni-inglesi/esercizi/5/7/l-articolo;41;89702;0;8024d0e9-eff1-4fa9-8a79-0d31607ee3bc;1349;|an|x|the|a|a|the|x|x;grammar_exercise;44
2340;"2021-01-03 11:38:48";821702d03a7e4634ce2474889f12b932;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/3/l-infinito;26;89990;0;b86810cd-a699-468c-ba56-33492b55b5c3;1349;"|to do|to get|to call|to go|to not waste|to not  be|to go|to buy|to eat";grammar_exercise;80
2355;"2021-01-03 11:39:31";ec52f543181e29409f9cb596adbbb2eb;https://www.esercizinglese.com/lezioni-inglesi/esercizi-crocette/24/1/l-uso-dell-articolo-determinat;19;89985;0;952778ca-57e6-47a6-bedd-b17fca49735f;1903;2|1|1|2|3|1|1|2;grammar_exercise;88
2378;"2021-01-03 11:40:39";ec52f543181e29409f9cb596adbbb2eb;https://www.esercizinglese.com/lezioni-inglesi/esercizi-crocette/24/2/l-uso-dell-articolo-determinat;22;89985;0;952778ca-57e6-47a6-bedd-b17fca49735f;1903;2|2|1|1|1|1|1;grammar_exercise;57
2379;"2021-01-03 11:40:40";7ac032059da2c3f093a1968340c2d20e;https://www.esercizinglese.com/lezioni-inglesi/esercizi-crocette/25/1/l-uso-dell-articolo-sostantivi;25;89983;0;349c4866-62a3-4cd0-883a-d0d01db214ea;1583;1|1|2|3|1|3|3|1;grammar_exercise;88
2420;"2021-01-03 11:41:52";7ac032059da2c3f093a1968340c2d20e;https://www.esercizinglese.com/lezioni-inglesi/esercizi/25/2/l-uso-dell-articolo-sostantivi-geografi;27;89983;0;349c4866-62a3-4cd0-883a-d0d01db214ea;1583;|the|x|x|the|the|the|x|the|the;grammar_exercise;60
2488;"2021-01-03 11:45:43";7ac032059da2c3f093a1968340c2d20e;https://www.esercizinglese.com/lezioni-inglesi/esercizi/26/4/ancora-uso-dell-articolo-determinativo;31;89983;0;349c4866-62a3-4cd0-883a-d0d01db214ea;1583;|x|x|x|the|x|the|x;grammar_exercise;62
2520;"2021-01-03 11:47:33";7ac032059da2c3f093a1968340c2d20e;https://www.esercizinglese.com/lezioni-inglesi/esercizi/26/5/ancora-uso-dell-articolo-determinativo;33;89983;0;349c4866-62a3-4cd0-883a-d0d01db214ea;1583;|x|x|a|a|x|the|x;grammar_exercise;62
2529;"2021-01-03 11:47:59";a4ba3ce181fa943536e1d85b796e2d91;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/1/l-infinito;10;89909;0;752e1ab7-2ab9-47c1-a2c7-5e10dcb00d42;980;"|he is an english teacher|they are at school every morning at 8.|we are your friends, don't worry|are they happy today? qll|i am late for class|bob is in budapest for work|the park is closed on weekends|are you ready? ";grammar_exercise;89
2590;"2021-01-03 11:52:20";2b7bd27b202fa697ab022cefd3b0278d;https://www.esercizinglese.com/lezioni-inglesi/esercizi/58/3/present-perfect-simple;25;89957;0;5c248a5d-4d0d-458a-9dc4-86680f279bf0;393;"|this parcel has just arrived .|have you readed that book recently?|there have been remarkable improvements in this research already. branch |have you listened to any good records recently?|i have finisched ti mark exam papers just in this moment";grammar_exercise;70
2605;"2021-01-03 11:53:24";d173ba1133b586a2f4a9fbeb05fb9f72;https://www.esercizinglese.com/lezioni-inglesi/esercizi-crocette/91/5/il-comparativo-e-il-superlativ;508;89433;0;efad7f4c-f549-4099-9e25-861fc19ac9c2;1349;1|1|2|2|2|2|2;grammar_exercise;100
2671;"2021-01-03 11:57:43";a4ba3ce181fa943536e1d85b796e2d91;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/2/l-infinito;12;89909;0;752e1ab7-2ab9-47c1-a2c7-5e10dcb00d42;980;"|david and janet are not at the cinema. they are at home|my pc is not old. it is new|you are not thin. you are fat|my name is not bill. it is billy|she is not english. she is french |ronald and i are not friends. we are brothers";grammar_exercise;86
2713;"2021-01-03 12:00:05";d173ba1133b586a2f4a9fbeb05fb9f72;https://www.esercizinglese.com/lezioni-inglesi/esercizi/91/1/il-comparativo-e-il-superlativo;510;89433;0;efad7f4c-f549-4099-9e25-861fc19ac9c2;1349;|hotter|cheaper|taller|nicer|shier|young|bigger;grammar_exercise;75
2765;"2021-01-03 12:02:14";d173ba1133b586a2f4a9fbeb05fb9f72;https://www.esercizinglese.com/lezioni-inglesi/esercizi/91/2/il-comparativo-e-il-superlativo;512;89433;0;efad7f4c-f549-4099-9e25-861fc19ac9c2;1349;"|more intelligent|more famous|more complicated|more comfortable|more handsome|more important";grammar_exercise;86
2819;"2021-01-03 12:04:51";d173ba1133b586a2f4a9fbeb05fb9f72;https://www.esercizinglese.com/lezioni-inglesi/esercizi/91/3/il-comparativo-e-il-superlativo;514;89433;0;efad7f4c-f549-4099-9e25-861fc19ac9c2;1349;"|the fastest|the happiest|the newest|the largest|the biggest|the greatest";grammar_exercise;86
2937;"2021-01-03 12:10:38";7ac032059da2c3f093a1968340c2d20e;https://www.esercizinglese.com/lezioni-inglesi/esercizi-crocette/29/1/preposizioni-e-avverbi-di-moto;37;89983;0;349c4866-62a3-4cd0-883a-d0d01db214ea;1583;1|2|1|2|1|1|1|2;grammar_exercise;62
3052;"2021-01-03 12:18:21";d173ba1133b586a2f4a9fbeb05fb9f72;https://www.esercizinglese.com/lezioni-inglesi/esercizi/94/1/come-as-o-like;525;89433;0;efad7f4c-f549-4099-9e25-861fc19ac9c2;1349;|like|as|as|as|like|as;grammar_exercise;29
3075;"2021-01-03 12:19:56";7ac032059da2c3f093a1968340c2d20e;https://www.esercizinglese.com/lezioni-inglesi/esercizi/31/1/preposizioni-e-avverbi-di-tempo;46;89983;0;349c4866-62a3-4cd0-883a-d0d01db214ea;1583;|in|on|in|on|in|at|at|on|at;grammar_exercise;60
3089;"2021-01-03 12:20:48";7ac032059da2c3f093a1968340c2d20e;https://www.esercizinglese.com/lezioni-inglesi/esercizi/31/1/preposizioni-e-avverbi-di-tempo;48;89983;0;349c4866-62a3-4cd0-883a-d0d01db214ea;1583;|x|on|in|on||x|x|on|at;grammar_exercise;60
3133;"2021-01-03 12:22:35";7ac032059da2c3f093a1968340c2d20e;https://www.esercizinglese.com/lezioni-inglesi/esercizi/31/2/preposizioni-e-avverbi-di-tempo;50;89983;0;349c4866-62a3-4cd0-883a-d0d01db214ea;1583;"|on|on|on|in the|in the|at|on|at|at";grammar_exercise;30
3159;"2021-01-03 12:23:48";d173ba1133b586a2f4a9fbeb05fb9f72;https://www.esercizinglese.com/lezioni-inglesi/esercizi-crocette/94/2/come-as-o-like;529;89433;0;efad7f4c-f549-4099-9e25-861fc19ac9c2;1349;1|1|1|1|1|1|2;grammar_exercise;71
3178;"2021-01-03 12:24:31";7ac032059da2c3f093a1968340c2d20e;https://www.esercizinglese.com/lezioni-inglesi/esercizi/31/2/preposizioni-e-avverbi-di-tempo;52;89983;0;349c4866-62a3-4cd0-883a-d0d01db214ea;1583;"|after|on|before|in the|at|x|on|during|by";grammar_exercise;30
3205;"2021-01-03 12:25:55";0f141cd36081fab177e4a9e7715ee751;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/1/l-infinito;36;89909;0;306d2e82-dd5f-453e-9312-4980b9e1bd3e;1519;"|he is an english teacher|they are at school every morning at 8.|we are your friends, don't worry|are they happy today? qll|i am late for class|bob is in budapest for work|the park is closed on weekends|are you ready? ";grammar_exercise;89
3227;"2021-01-03 12:26:31";0f141cd36081fab177e4a9e7715ee751;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/2/l-infinito;38;89909;0;306d2e82-dd5f-453e-9312-4980b9e1bd3e;1519;"|david and janet are not at the cinema. they are at home|my pc is not old. it is new|you are not thin. you are fat|my name is not bill. it is billy|she is not english. she is french |ronald and i are not friends. we are brothers";grammar_exercise;86
3234;"2021-01-03 12:26:46";7ac032059da2c3f093a1968340c2d20e;https://www.esercizinglese.com/lezioni-inglesi/esercizi/31/3/preposizioni-e-avverbi-di-tempo;54;89983;0;349c4866-62a3-4cd0-883a-d0d01db214ea;1583;|at|x|in|at|in|to|x|to|in;grammar_exercise;90
3261;"2021-01-03 12:28:21";7ac032059da2c3f093a1968340c2d20e;https://www.esercizinglese.com/lezioni-inglesi/esercizi/31/3/preposizioni-e-avverbi-di-tempo;56;89983;0;349c4866-62a3-4cd0-883a-d0d01db214ea;1583;|x|on|on|at|in|to|with|to|in;grammar_exercise;90
3267;"2021-01-03 12:28:39";d173ba1133b586a2f4a9fbeb05fb9f72;https://www.esercizinglese.com/lezioni-inglesi/esercizi-crocette/94/3/come-as-o-like;531;89433;0;efad7f4c-f549-4099-9e25-861fc19ac9c2;1349;2|2|1|2|2|1|2;grammar_exercise;71
3288;"2021-01-03 12:29:53";0f141cd36081fab177e4a9e7715ee751;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/3/l-infinito;42;89909;0;306d2e82-dd5f-453e-9312-4980b9e1bd3e;1519;"|to do |to get|to call|to go|not to waste|not to be|to go |not to buy|not to eat";grammar_exercise;83
3465;"2021-01-03 12:39:43";9535b7099783ba74fd42864d2127faed;https://www.esercizinglese.com/lezioni-inglesi/esercizi/4/1/there-is-there-are;60;89423;0;30c78fc4-f9c7-41eb-8604-6a74a20c9440;1351;"|is it big?|there is |no |there is a garden?|there is |yes ";grammar_exercise;62
3496;"2021-01-03 12:41:45";9535b7099783ba74fd42864d2127faed;https://www.esercizinglese.com/lezioni-inglesi/esercizi/4/2/there-is-there-are;62;89423;0;30c78fc4-f9c7-41eb-8604-6a74a20c9440;1351;"|is|are |are|are|is|are|is|are|is";grammar_exercise;90
3508;"2021-01-03 12:42:26";0f141cd36081fab177e4a9e7715ee751;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/4/l-infinito;44;89909;0;306d2e82-dd5f-453e-9312-4980b9e1bd3e;1519;"|to make|to came|to be|to have|to cut|to  find|to bright|to buy|to know";grammar_exercise;80
3514;"2021-01-03 12:42:46";9535b7099783ba74fd42864d2127faed;https://www.esercizinglese.com/lezioni-inglesi/esercizi/4/3/there-is-there-are;64;89423;0;30c78fc4-f9c7-41eb-8604-6a74a20c9440;1351;"|is there|are there|are there|are there|is there|are there|is there|are there|is there";grammar_exercise;90
3556;"2021-01-03 12:45:31";7ac032059da2c3f093a1968340c2d20e;https://www.esercizinglese.com/lezioni-inglesi/esercizi/69/4/verbi-di-moto;60;89983;0;349c4866-62a3-4cd0-883a-d0d01db214ea;1583;|come|go|go|came|go|go|come|go|come;grammar_exercise;60
3559;"2021-01-03 12:45:36";9535b7099783ba74fd42864d2127faed;https://www.esercizinglese.com/lezioni-inglesi/esercizi/4/4/there-is-there-are;66;89423;0;30c78fc4-f9c7-41eb-8604-6a74a20c9440;1351;"|there are|there aren't|there are |there isn't|there are|there isn't|there aren't|there isn't|there isn't";grammar_exercise;90
3605;"2021-01-03 12:48:08";7ac032059da2c3f093a1968340c2d20e;https://www.esercizinglese.com/lezioni-inglesi/esercizi/69/4/verbi-di-moto;62;89983;0;349c4866-62a3-4cd0-883a-d0d01db214ea;1583;|come|come|went|came|go|go|come|go|go;grammar_exercise;60
3624;"2021-01-03 12:49:19";9535b7099783ba74fd42864d2127faed;https://www.esercizinglese.com/lezioni-inglesi/esercizi/4/5/there-is-there-are;68;89423;0;30c78fc4-f9c7-41eb-8604-6a74a20c9440;1351;"|there are pupils in my class|there is a chair in the classroom |there are dogs in the garden |there are computers in the office|there is an apple in the fridge|are there computers in the office ?|is there assistant in that clothes shop?|there is a cell phone on the desk|are there concerts at the city square tonight?";grammar_exercise;86
3642;"2021-01-03 12:50:27";7ac032059da2c3f093a1968340c2d20e;https://www.esercizinglese.com/lezioni-inglesi/esercizi/69/5/verbi-di-moto;64;89983;0;349c4866-62a3-4cd0-883a-d0d01db214ea;1583;"|go |arrive|go out|going|||";grammar_exercise;12
3672;"2021-01-03 12:52:11";9535b7099783ba74fd42864d2127faed;https://www.esercizinglese.com/lezioni-inglesi/esercizi/4/6/there-is-there-are;70;89423;0;30c78fc4-f9c7-41eb-8604-6a74a20c9440;1351;"|there are |there is |are there|there is |there are|is there|there isn't";grammar_exercise;88
3700;"2021-01-03 12:54:39";9535b7099783ba74fd42864d2127faed;https://www.esercizinglese.com/lezioni-inglesi/esercizi/4/7/there-is-there-are;72;89423;0;30c78fc4-f9c7-41eb-8604-6a74a20c9440;1351;"|there are |is there|there isn't |are there|there are";grammar_exercise;83
3942;"2021-01-03 13:08:29";9535b7099783ba74fd42864d2127faed;https://www.esercizinglese.com/lezioni-inglesi/esercizi/37/1/pronomi-interrogativi;76;89423;0;30c78fc4-f9c7-41eb-8604-6a74a20c9440;1351;"|what is there?|who is she?|what is it?|who are they?|what is it?|what are there?|where are you?";grammar_exercise;75
3967;"2021-01-03 13:09:36";9535b7099783ba74fd42864d2127faed;https://www.esercizinglese.com/lezioni-inglesi/esercizi/37/1/pronomi-interrogativi;77;89423;0;30c78fc4-f9c7-41eb-8604-6a74a20c9440;1351;"|what is there?|who is she?|what is it?|who are they?|what is it?|what are there?|where are you?";grammar_exercise;75
4007;"2021-01-03 13:11:13";9535b7099783ba74fd42864d2127faed;https://www.esercizinglese.com/lezioni-inglesi/esercizi/37/1/pronomi-interrogativi;79;89423;0;30c78fc4-f9c7-41eb-8604-6a74a20c9440;1351;"|what are there in the bedroom?|who is she?|what is this?|who are they?|what is the english word for armadio?|what is there on the desk?|where are you?";grammar_exercise;75
4246;"2021-01-03 13:26:13";60828ebe8f62ad09643b3546d2b03f60;https://www.esercizinglese.com/lezioni-inglesi/esercizi/61/1/pronomi-relativi;21;90006;0;3b40b33b-ffd8-42d4-9930-30ae1c010530;1263;"|who |whose|which|whose|who|which|who|who|which";grammar_exercise;80
4341;"2021-01-03 13:32:30";60828ebe8f62ad09643b3546d2b03f60;https://www.esercizinglese.com/lezioni-inglesi/esercizi/61/2/pronomi-relativi;25;90006;0;3b40b33b-ffd8-42d4-9930-30ae1c010530;1263;"|don't eat the apple which is poisonous|i challange the boy who has 225 record|the man whose shouted in the garden was not my brother|the scottish pub, who the owner is from scotland, is next to the right ";grammar_exercise;45
4599;"2021-01-03 13:46:15";821702d03a7e4634ce2474889f12b932;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/4/l-infinito;28;89990;0;b86810cd-a699-468c-ba56-33492b55b5c3;1349;"|to make||to be|to have|to cut|to found|||to know";grammar_exercise;60
4661;"2021-01-03 13:49:41";de9ef85f63ab8dccac5eb2147779827d;https://www.esercizinglese.com/lezioni-inglesi/esercizi/80/2/il-futuro-nelle-subordinate;198;89410;2;977aea16-43d8-4b21-b1a1-4b6294eced4d;1280;"|will leave|wil leave|leave|will be|will not regret|will become";grammar_exercise;79
4662;"2021-01-03 13:49:50";821702d03a7e4634ce2474889f12b932;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/1/l-infinito;32;89990;0;b86810cd-a699-468c-ba56-33492b55b5c3;1349;"|he is an english teacher.|they are at school every morning at 8.|we are your friends, don't worry!|they are happy today?|i'm late for class|bob is in budapest for work|the park is closed on the weekends|you are ready?";grammar_exercise;90
4669;"2021-01-03 13:50:16";821702d03a7e4634ce2474889f12b932;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/1/l-infinito;33;89990;0;b86810cd-a699-468c-ba56-33492b55b5c3;1349;"|he is an english teacher.|they are at school every morning at 8.|we are your friends, don't worry!|they are happy today?|i'm late for class|bob is in budapest for work|the park is closed on the weekends|you are ready?";grammar_exercise;90
4696;"2021-01-03 13:51:53";7ac032059da2c3f093a1968340c2d20e;https://www.esercizinglese.com/lezioni-inglesi/esercizi/70/4/espressioni-di-tempo;68;89983;0;349c4866-62a3-4cd0-883a-d0d01db214ea;1583;|then|before|after|in|until||at;grammar_exercise;38
4704;"2021-01-03 13:52:16";de9ef85f63ab8dccac5eb2147779827d;https://www.esercizinglese.com/lezioni-inglesi/esercizi/80/3/il-futuro-nelle-subordinate;200;89410;2;977aea16-43d8-4b21-b1a1-4b6294eced4d;1280;"|will do|are you coming|am|finish|will see|will finish|finish|will be";grammar_exercise;50
4715;"2021-01-03 13:52:35";821702d03a7e4634ce2474889f12b932;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/3/l-infinito;37;89990;0;b86810cd-a699-468c-ba56-33492b55b5c3;1349;"|to do|to not get|to call|to go|to not waste|to not be|to go|to buy|to not eat";grammar_exercise;80
4774;"2021-01-03 13:56:35";de9ef85f63ab8dccac5eb2147779827d;https://www.esercizinglese.com/lezioni-inglesi/esercizi/80/4/il-futuro-nelle-subordinate;202;89410;2;977aea16-43d8-4b21-b1a1-4b6294eced4d;1280;"|will thank|is|am|will not be able to|need|will react|is|am|will be";grammar_exercise;70
4794;"2021-01-03 13:58:08";7ac032059da2c3f093a1968340c2d20e;https://www.esercizinglese.com/lezioni-inglesi/esercizi/70/1/espressioni-di-tempo;70;89983;0;349c4866-62a3-4cd0-883a-d0d01db214ea;1583;"|at the moment|the end of|at present|nowadays|nowadays|at the beginning|at the moment|at the beginning|from monday to saturday";grammar_exercise;61
4894;"2021-01-03 14:03:42";821702d03a7e4634ce2474889f12b932;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/3/l-infinito;39;89990;0;b86810cd-a699-468c-ba56-33492b55b5c3;1349;"|to do|to not get|to call|to go|to not waste||||";grammar_exercise;80
4904;"2021-01-03 14:04:05";821702d03a7e4634ce2474889f12b932;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/3/l-infinito;40;89990;0;b86810cd-a699-468c-ba56-33492b55b5c3;1349;"|to do|to not get|to call|to go|to not waste||||";grammar_exercise;80
4920;"2021-01-03 14:05:14";821702d03a7e4634ce2474889f12b932;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/3/l-infinito;43;89990;0;b86810cd-a699-468c-ba56-33492b55b5c3;1349;"|to do|to not get|to call|to go|to not waste|to not be|to go|to not buy|to not eat";grammar_exercise;80
4941;"2021-01-03 14:06:19";821702d03a7e4634ce2474889f12b932;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/3/l-infinito;46;89990;0;b86810cd-a699-468c-ba56-33492b55b5c3;1349;"|to do|not to get|to call|not to go|not to waste|not to be|to  go|not to buy|not to eat";grammar_exercise;80
4957;"2021-01-03 14:07:39";821702d03a7e4634ce2474889f12b932;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/4/l-infinito;48;89990;0;b86810cd-a699-468c-ba56-33492b55b5c3;1349;"|to make||to be|to have|to cut|to find|||to know";grammar_exercise;60
4990;"2021-01-03 14:09:57";821702d03a7e4634ce2474889f12b932;https://www.esercizinglese.com/lezioni-inglesi/esercizi/1/6/l-infinito;50;89990;0;b86810cd-a699-468c-ba56-33492b55b5c3;1349;"|take|enter|arrive|to rain||visiting|living|to remain|thinking";grammar_exercise;33
5098;"2021-01-03 14:16:23";d173ba1133b586a2f4a9fbeb05fb9f72;https://www.esercizinglese.com/lezioni-inglesi/esercizi/99/3/potere-can-could-be-able-to;539;89433;0;efad7f4c-f549-4099-9e25-861fc19ac9c2;1349;"|can|can |have been able to|were able to|could| be able to";grammar_exercise;29
5243;"2021-01-03 14:25:02";d173ba1133b586a2f4a9fbeb05fb9f72;https://www.esercizinglese.com/lezioni-inglesi/esercizi/99/2/potere-can-could-be-able-to;543;89433;0;efad7f4c-f549-4099-9e25-861fc19ac9c2;1349;"|am able to|are you able to| be able to|was able to|be able to|have you been able to";grammar_exercise;60
5461;"2021-01-03 14:37:17";7ac032059da2c3f093a1968340c2d20e;https://www.esercizinglese.com/lezioni-inglesi/esercizi/35/5/gli-indefiniti-composti;76;89983;0;349c4866-62a3-4cd0-883a-d0d01db214ea;1583;|anything|nothing|everywhere|nothing|something|something|everything|anybody-anyone|somebody-someone;grammar_exercise;58
5862;"2021-01-03 14:57:06";7ac032059da2c3f093a1968340c2d20e;https://www.esercizinglese.com/lezioni-inglesi/esercizi/36/4/molto-tanto-troppo;80;89983;0;349c4866-62a3-4cd0-883a-d0d01db214ea;1583;"|too|a lot|any|as much|much|lot";grammar_exercise;86
5889;"2021-01-03 14:58:25";7ac032059da2c3f093a1968340c2d20e;https://www.esercizinglese.com/lezioni-inglesi/esercizi/36/4/molto-tanto-troppo;84;89983;0;349c4866-62a3-4cd0-883a-d0d01db214ea;1583;"|very|a lot|many|much|a lot of|very";grammar_exercise;86
